movieId,imgLink,summary,
,,,
122906,"https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",
,,,
122912,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,
,,,
122916,"https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Thor (Chris Hemsworth) is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnar�k, the destruction of his world, at the hands of the powerful and ruthless villain Hela (Cate Blanchett).",
,,,
122918,"https://m.media-amazon.com/images/M/MV5BMTg2MzI1MTg3OF5BMl5BanBnXkFtZTgwNTU3NDA2MTI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",
,,,
122920,"https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,
,,,
122922,"https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",
,,,
122924,"https://m.media-amazon.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",
,,,
122926,"https://m.media-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",
,,,
122932,"https://m.media-amazon.com/images/M/MV5BMjM4MzIyNzQ1N15BMl5BanBnXkFtZTgwMjQyNzY3MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","""Elsa and Fred"" is the story of two people who at the end of the road, discover that it's never too late to love and make dreams come true. Elsa has lived for the past 60 years dreaming of ...
                    See full summary��",
,,,
123200,"https://m.media-amazon.com/images/M/MV5BMTA4NTk5MjcxOTVeQTJeQWpwZ15BbWU4MDQ0OTA4MDMx._V1_UY268_CR9,0,182,268_AL__QL50.jpg",Politically incorrect Australian comedian Jim Jefferies performs.,
,,,
123545,"https://m.media-amazon.com/images/M/MV5BODczNTRhNTItZDc1NS00NDVkLWEzYjItNDZlM2ZmYmRhYjdlXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific and fall in love while growing up together.",
,,,
123553,"https://m.media-amazon.com/images/M/MV5BZWZhOWI0NGQtMDI2My00OGUxLWE2NjYtNDBjNzQ4YjJkMGQxXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A modern day assassin, wanting out, is hired for one final job: to kidnap the kids of a local businessman. Things go haywire when it turns out he's chosen to return to the Middle Ages and bring back order to a kingdom in chaos.",
,,,
123947,"https://m.media-amazon.com/images/M/MV5BMmE2ZTQ5NTUtMzM2NS00YTIxLWEyMDQtMjBiMGNmODgwN2U5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Claire becomes fascinated by the suicide of a woman in her chronic pain support group while grappling with her own, very raw personal tragedy.",
,,,
124273,"https://m.media-amazon.com/images/M/MV5BMTQ2NjE2ODU0MV5BMl5BanBnXkFtZTgwMDk5NDA2MDE@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","A no holds barred concert with award winning filmmaker and raconteur Kevin Smith. In this special celebrating his milestone 40th birthday, Kevin answers questions from his fans, revealing stories and hilarious truths. In HD.",
,,,
124404,"https://m.media-amazon.com/images/M/MV5BZDAzYTA0YzktYjRmYS00Y2VmLWJkZTYtMzhkYjllNmE4ZmZjXkEyXkFqcGdeQXVyMTE0ODMzMzM@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Snowflake (Ariana Grande) is special. She's the only white gorilla in the world, and the zoo's main attraction. Children love her, but the other gorillas, Petunia (Jennette McCurdy), Elvis ...
                    See full summary��",
,,,
124484,"https://m.media-amazon.com/images/M/MV5BMTc2NTU4ODU1MF5BMl5BanBnXkFtZTcwNTI3OTgyMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","In the days leading up to Halloween in a Southern California suburb, 11-year-old Kenny and his best friend, Doug, play flag football, ride skateboards, get into mischief, and fend off the ...
                    See full summary��",
,,,
124851,"https://m.media-amazon.com/images/M/MV5BZTkzNWVlYWEtNzZkNC00OWEyLTgwYjYtNjUwZDY5MWNjM2U0XkEyXkFqcGdeQXVyMzU5NjU1MDA@._V1_UY268_CR0,0,182,268_AL__QL50.jpg","Set in a world where love is deemed illegal and can be eradicated with a special procedure. With 95 days to go until her scheduled treatment, Lena Holoway does the unthinkable: she falls in love.",
,,,
124853,"https://m.media-amazon.com/images/M/MV5BODIyMGVhMDMtMTk2ZS00M2ZiLTg2NTAtMWQyZWU0NzRlZjAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR1,0,182,268_AL__QL50.jpg","Through several amusing live action and animated vignettes, Saul Bass illustrates a fundamental and essential particularity of human nature that keeps us alive and the world turning, ...
                    See full summary��",
,,,
124859,"https://m.media-amazon.com/images/M/MV5BMjA5MjIzODE3N15BMl5BanBnXkFtZTgwNzUwNzYwMzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?",
,,,
125221,"https://m.media-amazon.com/images/M/MV5BODM3NDBiZGUtNzEzNy00NWRhLTkzYzUtZWJmMTgyMDRiODdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An American cowboy living in Mexico discovers his cattle are being eaten by a giant prehistoric dinosaur.,
,,,
125914,"https://m.media-amazon.com/images/M/MV5BMjM3NDcxOTM5Ml5BMl5BanBnXkFtZTgwNTEwNzE0MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold.",
,,,
125916,"https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",
,,,
125970,"https://m.media-amazon.com/images/M/MV5BOTAyYjQ3NjctNGMzNi00YThkLThmYzUtZDViYWZkMDA2YTMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjAwMjc0NjQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","After learning she is a witch, a girl helps save a town full of other supernatural creatures.",
,,,
125974,"https://m.media-amazon.com/images/M/MV5BNzk3ODU4NDgzNV5BMl5BanBnXkFtZTcwNTk2MjAzMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",A girl in a magical world bets her family's magic that nothing bad will happen when kids from Halloweentown attend high school in the mortal realm.,
,,,
126088,"https://m.media-amazon.com/images/M/MV5BMTg1MzA4Njk2Nl5BMl5BanBnXkFtZTgwMzQ2ODU5NjE@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","Fred is cast as Ebenezer Scrooge in a stage adaption of the story, but is acting a bit stingy in real-life.",
,,,
126090,"https://m.media-amazon.com/images/M/MV5BMGFlMzhhMmMtOGNhZC00OGE4LTg3NmEtMTdjNWNiZjhlMDg0XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A little hedgehog, on the way to visit his friend the bear, gets lost in thick fog, where horses, dogs and even falling leaves take on a terrifying new aspect.",
,,,
126142,"https://m.media-amazon.com/images/M/MV5BMTAzMDE1NDkyNzReQTJeQWpwZ15BbWU3MDU4NjI2MTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","During archery in a wood Princess Fantaghiro is discovered by the hostile king's son Romualdo. He is able to take a short look at her before she can escape and immediately falls in love ...
                    See full summary��",
,,,
126420,"https://m.media-amazon.com/images/M/MV5BMTQ4Mjg2ODQ5Ml5BMl5BanBnXkFtZTgwMTM4OTA3NTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","James owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend Emily. Now, Frankie is released and back on the streets with no money and no place to go.",
,,,
126426,"https://m.media-amazon.com/images/M/MV5BNzVmYTQwMTgtZDIwOC00ZThiLTgxNTQtOWYxZDAzZDM3NjkwXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Kris Kelvin joins the space station orbiting the planet Solaris, only to find its two crew members plagued by ""phantoms,"" creations of Solaris. Kelvin is soon confronted with his own phantom, taking the shape of his dead wife Hari.",
,,,
126430,"https://m.media-amazon.com/images/M/MV5BNmEwNmI1MjItNjNjYy00NDE5LWJiNTYtM2QxMTI5ZjllZTBhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg","The Pacific Theatre of World War II, as seen through the eyes of several young Marines.",
,,,
126482,"https://m.media-amazon.com/images/M/MV5BMjA0NjU3MTU5OF5BMl5BanBnXkFtZTgwMTYyMDQ3MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Goblins, elves, fairies and imps, and their misadventures sparked by the battle over a powerful potion.",
,,,
126548,"https://m.media-amazon.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",
,,,
126577,"https://m.media-amazon.com/images/M/MV5BNzA0MTkxMjgzN15BMl5BanBnXkFtZTgwNzM4NjA2MDE@._V1_UY268_CR9,0,182,268_AL__QL50.jpg",The misadventures of a teenager girl in her new life as zombie.,
,,,
126921,"https://m.media-amazon.com/images/M/MV5BMTIwNTgxMjY2NF5BMl5BanBnXkFtZTcwMjYyMDczMQ@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg","In this midquel to The Fox and the Hound (1981), Copper the hound dog, here still just a pup, joins a canine music band, and spends less and less time with his best friend Todd the fox. Is their friendship in danger?",
,,,
127052,"https://m.media-amazon.com/images/M/MV5BODFkYTI1ZTYtYTQ5Ni00M2FhLWI4YWMtODZkMDhiY2I1OGMwXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UY268_CR1,0,182,268_AL__QL50.jpg","Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all.",
,,,
127096,"https://m.media-amazon.com/images/M/MV5BMTUxMjQ2NjI4OV5BMl5BanBnXkFtZTgwODc2NjUwNDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",
,,,
127098,"https://m.media-amazon.com/images/M/MV5BODJlMmIyNjEtZDQ0ZS00MGIyLWEyZmYtOTQyYTQyMWJkODhmXkEyXkFqcGdeQXVyMjQ0ODQ0MzQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Comedian Louis C.K. performs live at the Comedy store in LA.,
,,,
127108,"https://m.media-amazon.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",
,,,
127114,"https://m.media-amazon.com/images/M/MV5BMTUwODU3NjQxNF5BMl5BanBnXkFtZTgwODE2NTE4NTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",
,,,
127116,"https://m.media-amazon.com/images/M/MV5BOTA4NzYwMDI0NF5BMl5BanBnXkFtZTgwNTgzNDczNjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In 1961, famed social psychologist Stanley Milgram conducted a series of radical behavior experiments that tested ordinary humans' willingness to obey authority.",
,,,
127132,"https://m.media-amazon.com/images/M/MV5BMjIxODgzMDcwNV5BMl5BanBnXkFtZTgwODIyODIzNjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.,
,,,
127134,"https://m.media-amazon.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",
,,,
127136,"https://m.media-amazon.com/images/M/MV5BZWM2ODc1MGYtYjNkMC00MTQ0LTk1ZWYtYWVjYTg3MzhiZWFlXkEyXkFqcGdeQXVyNTUzOTUwMTk@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,
,,,
127146,"https://m.media-amazon.com/images/M/MV5BMjIyOTcxMTU2NV5BMl5BanBnXkFtZTgwNjcyMDg3NDE@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","An authorized documentary on the late musician Kurt Cobain, from his early days in Aberdeen, Washington to his success and downfall with the grunge band Nirvana.",
,,,
127152,"https://m.media-amazon.com/images/M/MV5BZjYxYTA0MWQtYWViYi00YmRhLWEzNzctMDkwMGQ5ODFmM2FjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A documentary looking at the inner-workings of the Church of Scientology.,
,,,
127164,"https://m.media-amazon.com/images/M/MV5BZmY0ODI4NDgtNDE4Ni00ZTAzLTkwMzQtYmEwYjMxMWJhNTAzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A documentary about the life and legend Nina Simone, an American singer, pianist, and civil rights activist labeled the ""High Priestess of Soul.""",
,,,
127172,"https://m.media-amazon.com/images/M/MV5BMTk0NjY4NDY2OF5BMl5BanBnXkFtZTgwMTQzODAxMzE@._V1_UY268_CR9,0,182,268_AL__QL50.jpg","A Story of Children and Film is the world's first movie about kids in global cinema. It's passionate, poetic, portrait of the adventure of childhood: its surrealism, loneliness, fun, ...
                    See full summary��",
,,,
127180,"https://m.media-amazon.com/images/M/MV5BYTg3MjdhMzUtZWJkZS00ZGI1LWJhOTAtOTBkNDhiY2UwYzJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",A comprehensive history of the medium and art of motion pictures.,
,,,
127184,"https://m.media-amazon.com/images/M/MV5BMTYxODczMzM1MV5BMl5BanBnXkFtZTgwNzczNTE3NTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Paul, a teenager in the underground scene of early-nineties Paris, forms a DJ collective with his friends and together they plunge into the nightlife of sex, drugs, and endless music.",
,,,
127194,"https://m.media-amazon.com/images/M/MV5BMTQ3ODQzNDE2Ml5BMl5BanBnXkFtZTgwOTM1NzQwNTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",The head of a high school reunion committee tries to get the most popular guy in school to attend their class' upcoming 20-year reunion.,
,,,
127198,"https://m.media-amazon.com/images/M/MV5BMjA3MjYyNTk0Nl5BMl5BanBnXkFtZTgwODc1NzQ1NTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",
,,,
127202,"https://m.media-amazon.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",
,,,
127204,"https://m.media-amazon.com/images/M/MV5BMTQ0MjQ3MTY3OF5BMl5BanBnXkFtZTgwMjg2MjQ5NTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family ""playdate"" becomes increasingly interesting as the night goes on.",
,,,
127212,"https://m.media-amazon.com/images/M/MV5BMTUyNDIyMTA4NV5BMl5BanBnXkFtZTgwODM2MDMxNjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.",
,,,
127298,"https://m.media-amazon.com/images/M/MV5BODU3MTgxOTItMjRkYS00NDcwLTkyMDMtZGE4NTQwZWIzMzYwXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Sam and Jonathan, a pair of hapless novelty salesman, embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes.",
,,,
127319,"https://m.media-amazon.com/images/M/MV5BMjAyNTM4ODM5NV5BMl5BanBnXkFtZTgwNTA4NDE3MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.",
,,,
127390,"https://m.media-amazon.com/images/M/MV5BMzBjZmY2MWItYTliOC00MjNhLTkyNWYtMjQ2YzI0MTgyYTNlXkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_UY268_CR5,0,182,268_AL__QL50.jpg","With the Griffins stuck at home during a blackout, Peter tells the story of Star Wars Episode IV: A New Hope.",
,,,
128087,"https://m.media-amazon.com/images/M/MV5BMTc2OTkzNjY3NV5BMl5BanBnXkFtZTcwODgxNDM2Mg@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",Trinity and Sartana,
,,,
128089,"https://m.media-amazon.com/images/M/MV5BMjI4MTYwNTUzMF5BMl5BanBnXkFtZTcwODk1Mjk3Mw@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","With his wisecracking one-of-a-kind style of comedy, Kevin Hart pokes fun at everyone - even his audience.",
,,,
128097,"https://m.media-amazon.com/images/M/MV5BMTU3NTE4Mzc3MV5BMl5BanBnXkFtZTgwMzQzNjI2MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","For his second EPIX comedy special, Jim Norton takes self-deprecation and outrageous humor to new extremes. Norton attacks a wide range of topics with the knowledge that some of his remarks will no doubt inspire complaints. In HD.",
,,,
128099,"https://m.media-amazon.com/images/M/MV5BMmRlNDE0ZDctZTMwYi00MWQ2LTk2MzctNjdjODM0YWY1MjNmXkEyXkFqcGdeQXVyMjI0MjUyNTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Covers topics from gun control to family values.,
,,,
128197,"https://m.media-amazon.com/images/M/MV5BMWJkNTcwMWItYTNkZC00NzdhLWFjY2YtMzljMDE2NzVhZmM1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A man who doesn't like stable work environments has been away for too many years, and finds out his wife has divorced him and is planning to remarry. He comes home to confront her, trying ...
                    See full summary��",
,,,
128360,"https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",
,,,
128366,"https://m.media-amazon.com/images/M/MV5BODU2MDEyNGYtODE3ZC00YjUyLTk3ODctYTU2MzM5Y2M3NWM4XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_UY268_CR0,0,182,268_AL__QL50.jpg","Recorded in Spreckels Theater in San Diego, California, comedian Patton Oswalt returns for his 5th feature-length stand-up comedy special.",
,,,
128488,"https://m.media-amazon.com/images/M/MV5BMjAyNjkyOTgzNF5BMl5BanBnXkFtZTgwMTk0MDc2MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",
,,,
128512,"https://m.media-amazon.com/images/M/MV5BMjE2ODQxODMwOF5BMl5BanBnXkFtZTgwNDY5NjY3NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",
,,,
128520,"https://m.media-amazon.com/images/M/MV5BMTk3MjQyNTUxNl5BMl5BanBnXkFtZTgwNjM3Mjk1MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",
,,,
128542,"https://m.media-amazon.com/images/M/MV5BMTQ3MjExNzM3NF5BMl5BanBnXkFtZTgwNTgxOTU5MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A talented mechanic prepares to battle his way through hordes of flesh-eating monsters after his sister is kidnapped on the eve of a zombie apocalypse.,
,,,
128592,"https://m.media-amazon.com/images/M/MV5BMTgxNTEyMTYzOV5BMl5BanBnXkFtZTgwNzQ4OTg5MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",
,,,
128594,"https://m.media-amazon.com/images/M/MV5BMjA3MDkxNjg5OV5BMl5BanBnXkFtZTgwNDgxODMyNTE@._V1_UY268_CR9,0,182,268_AL__QL50.jpg","Boy Meets Girl is a funny, tender, sex positive romantic comedy that explores what it means to be a real man or woman, and how important it is to live a courageous life not letting fear stand in the way of going after your dreams.",
,,,
128620,"https://m.media-amazon.com/images/M/MV5BMTc5NzQzNjk2NF5BMl5BanBnXkFtZTgwODU0MjI5NjE@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,
,,,
128695,"https://m.media-amazon.com/images/M/MV5BMjEyODA0NDgzM15BMl5BanBnXkFtZTgwNzM0NjgwOTE@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Through a hidden path a lone rider reaches a little town high up in the Alps. Nobody knows where the stranger comes from, nor what he wants there. But everyone knows that they don't want him to stay.",
,,,
128736,"https://m.media-amazon.com/images/M/MV5BZDNmMTdlMzQtNWJmNy00OWY2LTllZTItMzlmOTNlYmRhOGE3XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A young man faces the abrupt loss of his friend.,
,,,
128832,"https://m.media-amazon.com/images/M/MV5BMTA2MTMwMjIxMTdeQTJeQWpwZ15BbWU4MDAwMTYxNzMx._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.,
,,,
128838,"https://m.media-amazon.com/images/M/MV5BZmNkYzk3YjItOTMwYy00ZWViLWIxMTUtZDJiZmY0ZWExYjVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",
,,,
128842,"https://m.media-amazon.com/images/M/MV5BMTUzMjkxNzk3NF5BMl5BanBnXkFtZTgwOTE1MzYyNDE@._V1_UY268_CR5,0,182,268_AL__QL50.jpg","A young knight and a dragon named Drago, whose lives there now share with one heart, joins forces to protect a nest filled with dragon eggs from an evil sorcerer and undo a curse placed on Drago as well.",
,,,
128852,"https://m.media-amazon.com/images/M/MV5BODQzOWExYjktZDQ2OC00YTA5LWI3YzctMDFjNjc3ZTM5NTA0XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","In his third HBO stand-up special, Chris Rock brings his critically acclaimed brand of social commentary-themed humor to this 1999 stand-up comedy presentation. Also released as an album, ...
                    See full summary��",
,,,
128900,"https://m.media-amazon.com/images/M/MV5BMTg1MjcwMTU4Nl5BMl5BanBnXkFtZTcwMzQ4NjcxMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A documentary on Brazil's relationship with the poetry of Carlos Drummond de Andrade, and to their own sexuality.",
,,,
128902,"https://m.media-amazon.com/images/M/MV5BMjA0MTIzNjk0OF5BMl5BanBnXkFtZTgwMDM1ODc0NjE@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Details the catastrophic effects globalization has wrought on the ship, truck and train industries. We visit displaced farmers and villagers in Holland and Belgium, underpaid truck drivers ...
                    See full summary��",
,,,
128908,"https://m.media-amazon.com/images/M/MV5BMjExMzQyNjc1OV5BMl5BanBnXkFtZTcwNDY5ODY4Ng@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A lesbian couple escape from their nursing home and head up to Canada to get married. Along the way, they pick up a young, male hitchhiker.",
,,,
128914,"https://m.media-amazon.com/images/M/MV5BMTcyODE0Mzk1Nl5BMl5BanBnXkFtZTgwMDk4ODE0NDE@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.,
,,,
128944,"https://m.media-amazon.com/images/M/MV5BM2MxZWEzZjgtYWI3NC00NjZmLWFmMmUtNDYzZjU5YTdiOTExXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY268_CR9,0,182,268_AL__QL50.jpg","Mischief device, created by Wayne Szalinski, mess up again - this time not the children have shrunk, but the adults themselves.",
,,,
128968,"https://m.media-amazon.com/images/M/MV5BMjE4NzAwMjIyMl5BMl5BanBnXkFtZTcwNjYwMjAwMQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","Stitch, an alien living on Earth disguised as a dog with his human family, continues his adventures when he discovers that the alien family he never knew he had is now in Hawaii, being hunted down by galactic forces.",
,,,
